mm,formula,compound,pollutant_category,AVG_savanna,AVG_boreal_forest,AVG_tropical_forest,AVG_temperate_forest,AVG_peat,AVG_chaparral,AVG_open_cooking,AVG_cookstove,AVG_dung_burning,AVG_charcoal_making,AVG_charcoal_burning,AVG_pasture_maintenance,AVG_crop_residue,AVG_garbage_burning,N_savanna,N_boreal_forest,N_tropical_forest,N_temperate_forest,N_peat,N_chaparral,N_open_cooking,N_cookstove,N_dung_burning,N_charcoal_making,N_charcoal_burning,N_pasture_maintenance,N_crop_residue,N_garbage_burning,STD_savanna,STD_boreal_forest,STD_tropical_forest,STD_temperate_forest,STD_peat,STD_chaparral,STD_open_cooking,STD_cookstove,STD_dung_burning,STD_charcoal_making,STD_charcoal_burning,STD_pasture_maintenance,STD_crop_residue,STD_garbage_burning,id,S07,S07T,S18B,S22,MOZT1,geos_chem_species
100.0,C7H16,"Pentane, 2,3-dimethyl-",NMOC_g,0.004,0.0012,,0.0022,0.0075,,,,,,,,0.0092,,1.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,0.0011,,,,,,,,,,,"InChI=1S/C7H16/c1-5-7(4)6(2)3/h6-7H,5H2,1-4H3",ALK5,ALK5,ALK4,ALK4,BIGALK,
100.0,C7H16,"Pentane, 2,4-dimethyl-",NMOC_g,0.006,,,0.0121,,0.015,,,,,,,0.0102,,1.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,,0.012,,,,,,,,,0.0015,,"InChI=1S/C7H16/c1-6(2)5-7(3)4/h6-7H,5H2,1-4H3",ALK4,ALK4,ALK4,ALK4,BIGALK,
100.0,C4H4O3,Dihydro furandione,NMOC_g,,,,0.066,0.1268,0.0107,,,0.0529,,,,0.0533,,0.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,,,,0.009,,,,,,,,,,,InChI=1S/C4H4O3/c5-3-1-2-4(6)7-3/h1-2H2,OLE2,OLE2,OLEP,OLEP,BIGENE,
102.0,C4H6O3,Methyl pyruvate,NMOC_g,0.1389,0.4072,,0.1014,0.1064,0.035,0.1306,0.0446,,,,,0.0747,0.0384,1.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,0.0226,,,,,,,InChI=1S/C4H6O3/c1-3(5)4(6)7-2/h1-2H3,MEK,MEK,KET2,KET2,MEK,
102.0,C4H6O3,Acetic anhydride,NMOC_g,,0.0281,,0.0574,0.0187,0.0284,,,0.2016,,,,0.1336,,0.0,3.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,,0.0063,,0.0647,,,,,,,,,0.1783,,InChI=1S/C4H6O3/c1-3(5)7-4(2)6/h1-2H3,NROG,NROG,NROG,NROG,NROG,
102.0,C5H10O2,Valeric acid,NMOC_g,,0.0302,,,,,,,,,,,,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C5H10O2/c1-2-3-4-5(6)7/h2-4H2,1H3,(H,6,7)",PACD,PACD,RCOOH,OACID,TOLUENE,
102.0,C5H10O2,Methyl butanoate,NMOC_g,,,,0.0138,,0.0061,,,,,,,0.0184,,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,0.0063,,,,,,,,,,,"InChI=1S/C5H10O2/c1-3-4-5(6)7-2/h3-4H2,1-2H3",ALK3,ALK3,OTH2,ALK5,NROG,
102.0,C8H6,Phenylacetylene,NMOC_g,0.0275,0.0365,,0.0365,0.0087,0.0298,0.1447,,0.0064,,,,0.0403,,2.0,1.0,0.0,9.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0304,,,0.062,,0.0258,,,,,,,0.0789,,"InChI=1S/C8H6/c1-2-8-6-4-3-5-7-8/h1,3-7H",OLE1,OLE1,STYRS,STYRS,BIGENE,
103.0,C7H5N,Benzonitrile,NMOC_g,0.073,0.0443,,0.0479,0.0946,0.0305,,,0.0776,,,,0.0319,,1.0,3.0,0.0,10.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,,0.0192,,0.0268,0.0439,0.0185,,,,,,,0.0217,,InChI=1S/C7H5N/c8-6-7-4-2-1-3-5-7/h1-5H,ALK5,ALK5,OTH4,ALK5,BIGENE,
103.0,C3H5NO3,Propanone nitrate,NMOC_g,,,,0.004,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C3H6NO4/c1-3(5)2-8-4(6)7/h2H2,1H3,(H,6,7)/q+1",RNO3,RNO3,R1NO3,R1NO3,ALKNIT,PROPNN
104.0,C8H8,Styrene,NMOC_g,0.1067,0.1104,,0.0837,0.0791,0.0637,0.1436,0.0315,0.098,,,,0.0404,1.5235,2.0,3.0,0.0,12.0,4.0,3.0,1.0,7.0,7.0,0.0,0.0,0.0,12.0,3.0,0.1079,0.063,,0.0367,0.0375,0.0306,,0.025,0.1077,,,,0.034,1.7743,"InChI=1S/C8H8/c1-2-8-6-4-3-5-7-8/h2-7H,1H2",OLE2,OLE2,STYRS,STYRS,XYLENES,
104.0,C8H8,C8H8 isomers,NMOC_g,,0.0026,,0.0018,,,,,,,,,0.0002,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,1219.62_1.888,OLE2,OLE2,OLEC,OLE2,BIGENE,
104.0,C5H12O2,"1,5-pentanediol",NMOC_g,,0.0029,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C5H12O2/c6-4-2-1-3-5-7/h6-7H,1-5H2",ALK5,ALK5,OTH4,ALK5,BIGENE,
104.0,C4H8O3,C4-dihydroxycarbonyls,NMOC_g,,,,0.047,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,104.09133999999999_C2H4O3,PRD2,PRD2,KET2,KET2,MEK,
105.0,C7H7N,Vinylpyridine,NMOC_g,,,,0.0063,0.0056,0.0011,,,0.0136,,,,0.0014,,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,0.0031,,,,,,,,,,,"InChI=1S/C7H7N/c1-2-7-5-3-4-6-8-7/h2-6H,1H2",OLE2,OLE2,STYRS,STYRS,BIGENE,
105.0,C2H3NO4,Ethanal nitrate,NMOC_g,,,,0.0027,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,InChI=1S/C2H3NO4/c1-2(4)7-3(5)6/h1H3,RNO3,RNO3,R1NO3,R1NO3,ALKNIT,
105.0,C3H7NO3,N-propyl nitrate,NMOC_g,0.0004,0.0003,0.0003,0.0003,,0.0002,,0.0001,0.001,,,,0.0001,,1.0,2.0,1.0,7.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,,0.0001,,0.0001,,,,0.0,0.0012,,,,0.0001,,"InChI=1S/C3H7NO3/c1-2-3-7-4(5)6/h2-3H2,1H3",RNO3,RNO3,R1NO3,R1NO3,ALKNIT,
105.0,C3H7NO3,Isopropyl nitrate,NMOC_g,,0.0016,0.001,0.0017,,,,0.0003,0.003,,,,,,0.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,0.0004,,,,0.0001,0.004,,,,,,"InChI=1S/C3H7NO3/c1-3(2)7-4(5)6/h3H,1-2H3",NROG,NROG,R1NO3,R1NO3,ALKNIT,
106.0,C8H10,Ethylbenzene,NMOC_g,0.0447,0.069,0.047,0.0487,0.1332,0.0301,,0.0214,0.1407,,,0.0487,0.0253,0.2494,2.0,3.0,4.0,11.0,4.0,3.0,0.0,6.0,7.0,0.0,0.0,3.0,12.0,3.0,,0.043,0.03,0.0218,0.0826,0.0177,,0.0127,0.1498,,,0.0417,0.017,0.2541,"InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",ARO1,ARO1,C2BEN,C2BEN,TOLUENE,
106.0,C8H10,P-xylene,NMOC_g,0.0015,,0.023,,,,,,,,,0.0084,,,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,0.0071,,,,,,,,,,,,"InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3",ARO2,PXYL,PXYL,PXYL,XYLENES,
106.0,C8H10,M-xylene,NMOC_g,0.0054,,0.0368,,,,,,,,,0.021,,,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,0.0141,,,,,,,,,,,,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3",ARO2,MXYL,MXYL,MXYL,XYLENES,
106.0,C8H10,O-xylene,NMOC_g,0.0129,0.0604,0.023,0.0425,0.1938,0.0234,,0.0176,0.097,,,0.0126,0.0206,0.1029,3.0,3.0,3.0,11.0,4.0,3.0,0.0,6.0,7.0,0.0,0.0,2.0,12.0,3.0,0.017,0.0304,0.0071,0.0248,0.0959,0.0133,,0.014,0.0964,,,,0.0184,0.1297,"InChI=1S/C8H10/c1-7-5-3-4-6-8(7)2/h3-6H,1-2H3",ARO2,OXYL,OXYL,OXYL,XYLENES,XYLE
106.0,C8H10,C8H10 isomers,NMOC_g,,0.0048,,0.0062,,,,,,,,,0.0006,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,1039.67_1.641,OLE2,OLE2,OLEC,OLE2,BIGENE,
106.0,C4H10O3,Diethylene glycol,NMOC_g,,0.0036,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C4H10O3/c5-1-3-7-4-2-6/h5-6H,1-4H2",ALK5,ALK5,OTH4,ALK5,BIGENE,
106.0,C7H6O,Benzaldehyde,NMOC_g,0.1211,0.0866,,0.1617,0.0514,0.1151,0.0699,0.0216,0.0875,,,,0.0788,0.4217,2.0,3.0,0.0,11.0,3.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,7.0,2.0,0.1017,0.0533,,0.1451,0.0191,0.1124,,0.0185,,,,,0.05,0.4762,InChI=1S/C7H6O/c8-6-7-4-2-1-3-5-7/h1-6H,BALD,BALD,BALD,BALD,BZALD,
107.0,C6H5NO,Pyridine aldehyde + methylfuronitrile + nitrosobenzene,NMOC_g,,,,0.0086,0.0146,0.0016,,,0.0184,,,,0.0067,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,107.03616_C6H5NO,ARO1,ARO1,ARO1,ARO1,XYLENES,
108.0,C8H12,Cyclooctadiene,NMOC_g,,0.0497,,,,,,,,,,,,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C8H12/c1-2-4-6-8-7-5-3-1/h1-4H,5-8H2/b3-1-,4-2-",MEK,MEK,OTH3,ALK6,BIGALK,
108.0,C8H12,C8H12 isomers,NMOC_g,,0.1266,,0.0721,0.2854,,,,,,,,,,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,874.726_1.276,OLE2,OLE2,OLEC,OLE2,BIGENE,
108.0,C2H2Cl2,"1,2-dichloroethene",NMOC_g,,,,,,,,0.0,0.0017,,,,0.0001,0.0496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,0.0001,0.0009,,,,,,InChI=1S/C2H2Cl2/c3-1-2-4/h1-2H,ALK3,ALK3,OTH2,ALK5,NROG,
108.0,C6H4O2,Quinone (=p-benzoquinone),NMOC_g,,0.025,,0.1167,0.0558,0.3564,,,0.0602,,,,0.0622,,0.0,1.0,0.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,,,,0.0267,,,,,,,,,,,InChI=1S/C6H4O2/c7-5-1-2-6(8)4-3-5/h1-4H,IPRD,IPRD,LVKS,LVKS,MEK,
108.0,C7H8O,"Furan, 2-(2-propenyl)-",NMOC_g,,,,0.0021,,,,,,,,,0.0009,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C7H8O/c1-2-4-7-5-3-6-8-7/h2-3,5-6H,1,4H2",ARO2,ARO2,FURNS,FURNS,XYLENES,
108.0,C7H8O,"Furan, 2-(1-propenyl)-",NMOC_g,,,,,,,,,,,,,0.0006,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C7H8O/c1-2-4-7-5-3-6-8-7/h2-6H,1H3",ARO2,ARO2,FURNS,FURNS,XYLENES,
108.0,C7H8O,"Cyclopentanone, 3,4-bis(methylene)-",NMOC_g,,,,,,,,,,,,,0.0009,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,InChI=1S/C7H8O/c1-5-3-7(8)4-6(5)2/h1-4H2,IPRD,IPRD,LVKS,LVKS,MEK,
108.0,C7H8O,"Phenol, 2-methyl",NMOC_g,0.22,0.0775,,0.1519,0.3212,0.1056,,,,,,,0.1556,,2.0,2.0,0.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,,,,0.0517,,,,,,,,,0.0423,,"InChI=1S/C7H8O/c1-6-4-2-3-5-7(6)8/h2-5,8H,1H3",CRES,CRES,CRES,CRES,CRESOL,
108.0,C7H8O,Anisole,NMOC_g,,0.0158,,0.0171,,,,,,,,,0.005,,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C7H8O/c1-8-7-5-3-2-4-6-7/h2-6H,1H3",ARO1,ARO1,ARO1,ARO1,TOLUENE,
108.0,C7H8O,"Phenol, 3+4-methyl",NMOC_g,,0.0254,,0.0313,,,,,,,,,0.0276,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,1579.5_0.959,CRES,CRES,PHEN,PHEN,PHENOL,
108.0,C6H8N2,2-ethylpyrazine,NMOC_g,,,,0.0116,,0.0041,,,,,,,,,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0083,,,,,,,,,,,"InChI=1S/C6H8N2/c1-2-6-5-7-3-4-8-6/h3-5H,2H2,1H3",ARO2,ARO2,ARO1,ARO1,XYLENES,
109.0,C7H11N,C7 acrylonitrile,NMOC_g,,,,0.0076,0.0124,0.0009,,,0.038,,,,0.0051,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,109.08816_C7H11N,ALK5,ALK5,OTH4,ALK5,BIGENE,
110.0,C6H6O2,"Furan, 2-acetyl-",NMOC_g,,0.009,,0.0137,,,,,,,,,0.018,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C6H6O2/c1-5(7)6-3-2-4-8-6/h2-4H,1H3",OLE2,OLE2,LVKS,LVKS,MEK,
110.0,C6H6O2,5-methyl furfural,NMOC_g,,0.123,,0.017,0.4662,,,,,,,,0.5284,,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C6H6O2/c1-5-2-3-6(4-7)8-5/h2-4H,1H3",ARO1,ARO1,ARO1,ARO1,TOLUENE,
110.0,C6H6O2,Resorcinol,NMOC_g,,,,1.4945,,0.3454,,,,,,,,,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.8329,,,,,,,,,,,"InChI=1S/C6H6O2/c7-5-2-1-3-6(8)4-5/h1-4,7-8H",CRES,CRES,XYNL,XYNL,XYLENES,
110.0,C6H6O2,Catechol,NMOC_g,,,,0.2812,,,,,,,,,,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C6H6O2/c7-5-3-1-2-4-6(5)8/h1-4,7-8H",CRES,CRES,SVPHE,CATL,PHENOL,
110.0,C7H10O,"Furan, 2-propyl-",NMOC_g,,0.0046,,0.0086,,,,,,,,,0.0017,,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C7H10O/c1-2-4-7-5-3-6-8-7/h3,5-6H,2,4H2,1H3",ARO2,ARO2,FURNS,FURNS,XYLENES,
110.0,C7H10O,"Furan, 2-ethyl-5-methyl-",NMOC_g,,0.0245,,0.0225,0.0613,,,,,,,,0.0264,,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C7H10O/c1-3-7-5-4-6(2)8-7/h4-5H,3H2,1-2H3",ARO2,ARO2,FURNS,FURNS,XYLENES,
110.0,C7H10O,"2-cyclopenten-1-one, 2,3-dimethyl-",NMOC_g,,,,,,,,,,,,,0.0147,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C7H10O/c1-5-3-4-7(8)6(5)2/h3-4H2,1-2H3",IPRD,IPRD,LVKS,LVKS,MEK,
110.0,C7H10O,"2-cyclopenten-1-one, 3,4-dimethyl-",NMOC_g,,,,0.0176,,,,,,,,,0.0199,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C7H10O/c1-5-3-7(8)4-6(5)2/h3,6H,4H2,1-2H3",IPRD,IPRD,LVKS,LVKS,MEK,
110.0,C7H10O,"Furan, 2,3,5-trimethyl-",NMOC_g,,0.0136,,0.0075,0.0315,,,,,,,,0.0056,,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C7H10O/c1-5-4-6(2)8-7(5)3/h4H,1-3H3",ARO2,ARO2,FURNS,FURNS,XYLENES,
110.0,C7H10O,3-methyl-3-cyclohexen-1-one,NMOC_g,,,,,,,,,,,,,0.0078,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C7H10O/c1-6-3-2-4-7(8)5-6/h3H,2,4-5H2,1H3",IPRD,IPRD,LVKS,LVKS,MEK,
110.0,C7H10O,C7H10O isomers,NMOC_g,,,,,,,,,,,,,0.0069,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,1514.52_2.917,IPRD,IPRD,LVKS,LVKS,MEK,
110.0,C8H14,Cyclooctene,NMOC_g,,0.0073,,,,,,,,,,,,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C8H14/c1-2-4-6-8-7-5-3-1/h1-2H,3-8H2/b2-1-",OLE2,OLE2,OLEC,OLE2,BIGENE,
110.0,C8H14,"Cyclopentene, 3-propyl-",NMOC_g,,0.0026,,0.0014,0.0136,,,,,,,,,,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C8H14/c1-2-5-8-6-3-4-7-8/h3,6,8H,2,4-5,7H2,1H3",OLE2,OLE2,OLEC,OLE2,BIGENE,
110.0,C8H14,"Cyclohexane, ethylidene-",NMOC_g,,,,0.0021,0.0123,,,,,,,,,,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C8H14/c1-2-8-6-4-3-5-7-8/h2H,3-7H2,1H3",OLE2,OLE2,OLE4,OLE4,BIGENE,
110.0,C8H14,Octadiene,NMOC_g,,,,0.0307,,0.0156,,,,,,,,,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.012,,,,,,,,,,,"InChI=1S/C8H14/c1-3-5-7-8-6-4-2/h3,5,7H,1,4,6,8H2,2H3/b7-5+",OLE2,OLE2,OLED,OLE2,BIGENE,
110.0,C8H14,"1,7-octadiene",NMOC_g,,0.0071,,0.0091,0.0154,,,,,,,,0.0032,,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C8H14/c1-3-5-7-8-6-4-2/h3-4H,1-2,5-8H2",OLE2,OLE2,OLE1,OLE1,BIGENE,
110.0,C8H14,1-ethyl-5-methylcyclopentene,NMOC_g,,0.0015,,0.0018,0.0094,,,,,,,,0.0012,,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C8H14/c1-3-8-6-4-5-7(8)2/h6-7H,3-5H2,1-2H3",OLE2,OLE2,OLEC,OLE2,BIGENE,
110.0,C8H14,C8H14 isomers,NMOC_g,,0.0229,,0.0441,0.1261,,,,,,,,0.0155,,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,689.786_1.082,OLE2,OLE2,OLEC,OLE2,BIGENE,
110.0,C2H4Cl2,"1,2-dichloroethane",NMOC_g,,0.0006,,0.0008,,,,0.0007,0.0012,,,,,,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0006,0.0004,,,,,,InChI=1S/C2H4Cl2/c3-1-2-4/h1-2H2,ALK1,ALK1,OTH1,ALK4,NROG,
111.0,C5H5NO2,Dihydroxy pyridine + methyl maleimide,NMOC_g,,0.0026,,0.0169,0.0239,0.0013,,,0.0331,,,,0.0099,,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,0.01,,,,,,,,,,,111.03116_C5H5NO2,ARO1,ARO1,ARO1,ARO1,XYLENES,
112.0,C5H4O3,5-hydroxy 2-furfural/2-furoic acid,NMOC_g,0.2088,0.0989,,0.1361,0.1811,0.0356,0.0201,0.0227,0.1939,,,,0.1365,0.0706,1.0,2.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,,0.0818,,0.0202,0.0302,0.0172,,0.0092,,,,,0.046,,112.01516_C5H4O3,ARO2,ARO2,FURNS,FURNS,XYLENES,
112.0,C6H8O2,2-hydroxy-3-methyl-2-cyclopenten-1-one,NMOC_g,0.3046,0.2105,,0.246,0.1625,0.0684,0.0909,0.0908,0.4635,,,,0.3736,0.0922,1.0,1.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,,,,0.1098,0.0417,0.0078,,0.0548,,,,,0.1665,,"InChI=1S/C6H8O2/c1-4-2-3-5(7)6(4)8/h8H,2-3H2,1H3",MEK,MEK,MEK,MEK,MEK,
112.0,C6H8O2,Cyclohexanedione,NMOC_g,,0.014,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,InChI=1S/C6H8O2/c7-5-3-1-2-4-6(5)8/h1-4H2,PRD2,PRD2,KET2,KET2,MEK,
112.0,C7H12O,Ethylcyclopentanone,NMOC_g,,0.007,,0.0161,0.0376,0.0019,,,0.0289,,,,0.0106,,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,,,,0.0033,,,,,,,,,0.0137,,"InChI=1S/C7H12O/c1-2-6-4-3-5-7(6)8/h6H,2-5H2,1H3",PRD2,PRD2,KET2,KET2,MEK,
112.0,C8H16,"Cyclopentane, propyl-",NMOC_g,,0.001,,0.0016,0.009,,,,,,,,,,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C8H16/c1-2-5-8-6-3-4-7-8/h8H,2-7H2,1H3",ALK5,ALK5,ALK5,ALK5,BIGALK,
112.0,C8H16,"Cyclohexane, ethyl-",NMOC_g,,0.0008,,0.001,0.0101,,,,,,,,,,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C8H16/c1-2-8-6-4-3-5-7-8/h8H,2-7H2,1H3",ALK5,ALK5,ALK5,ALK5,BIGALK,
112.0,C8H16,"2-octene, (e)-",NMOC_g,,0.0047,,0.0049,0.0249,,,,,,,,0.0007,,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C8H16/c1-3-5-7-8-6-4-2/h3,5H,4,6-8H2,1-2H3/b5-3+",OLE2,OLE2,OLE2,OLE2,BIGENE,
112.0,C8H16,"2-octene, (z)-",NMOC_g,,0.0026,,0.0024,0.0159,,,,,,,,0.0003,,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C8H16/c1-3-5-7-8-6-4-2/h3,5H,4,6-8H2,1-2H3/b5-3-",OLE2,OLE2,OLE2,OLE2,BIGENE,
112.0,C8H16,1-octene,NMOC_g,0.023,0.0458,,0.0286,0.1264,0.0286,,,,,,,0.0183,,1.0,1.0,0.0,10.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,,,,0.0249,0.0865,0.0334,,,,,,,0.0067,,"InChI=1S/C8H16/c1-3-5-7-8-6-4-2/h3H,1,4-8H2,2H3",OLE1,OLE1,OLE1,OLE1,BIGENE,
